@relation voti-con-data-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-unset-class-temporarily_clustered

@attribute Instance_number numeric
@attribute coorte numeric
@attribute crediti_totali numeric
@attribute crediti_con_voto numeric
@attribute voto_medio numeric
@attribute ASD numeric
@attribute data_ASD {2011-06-15,2011-07-06,0000-00-00,2011-07-22,2011-09-21,2011-07-26,2012-09-18,2012-07-11,2012-09-21,2012-07-31,2012-06-19,2012-06-22,2013-06-20,2013-09-19,2013-06-21,2013-07-11,2013-07-26,2014-06-12,2014-07-17,2014-06-11,2014-09-12,2014-06-13,2014-07-09,2015-07-10,2015-06-10,2015-06-11,2015-07-09,2015-06-12,2015-09-17,2015-06-08,2015-06-25,2015-06-09,2016-06-15,2016-09-16,2016-06-14,2016-07-08,2016-06-10,2016-07-12,2016-07-15}
@attribute ARC numeric
@attribute data_ARC {0000-00-00,2011-08-30,2011-09-13,2012-06-18,2012-07-17,2012-07-30,2012-09-24,2012-07-10,2013-07-24,2013-06-12,2013-07-08,2013-09-19,2014-07-10,2014-06-12,2014-07-24,2014-09-15,2015-07-14,2015-09-14,2015-06-16,2016-09-19,2016-07-18,2016-06-09}
@attribute PRG numeric
@attribute data_PRG {0000-00-00,2011-09-23,2011-06-20,2011-07-11,2011-07-22,2012-07-25,2012-09-20,2012-06-21,2012-07-10,2013-07-18,2013-07-31,2013-06-20,2013-09-13,2013-09-23,2014-06-17,2014-09-03,2014-09-02,2014-07-08,2014-07-29,2014-07-28,2014-09-04,2015-06-30,2015-07-07,2015-07-30,2015-09-01,2015-09-23,2015-07-28,2015-09-22,2015-09-02,2015-07-27,2015-09-03,2015-07-29,2016-07-26,2016-09-15,2016-09-20,2016-06-28,2016-06-30,2016-07-27}
@attribute ANI numeric
@attribute data_ANI {0000-00-00,2011-07-26,2011-06-10,2011-09-09,2011-07-01,2012-07-27,2012-07-06,2012-09-21,2012-06-22,2013-07-18,2013-09-05,2013-06-27,2013-09-19,2014-06-27,2014-06-10,2014-09-09,2014-07-23,2014-09-16,2014-06-30,2015-06-25,2015-07-27,2015-07-24,2015-06-26,2015-09-11,2015-06-23,2016-09-20,2016-10-12,2016-07-15,2016-07-13,2016-06-23}
@attribute MDL numeric
@attribute data_MDL {0000-00-00,2011-07-07,2011-07-27,2011-07-25,2011-07-05,2011-09-19,2011-07-26,2012-09-13,2012-07-12,2012-06-14,2012-08-01,2013-09-11,2013-07-31,2013-07-30,2013-07-03,2013-06-12,2013-09-12,2013-09-10,2014-09-10,2014-07-02,2014-07-30,2014-07-29,2014-07-03,2014-09-09,2014-06-13,2014-07-01,2014-09-11,2015-06-15,2015-07-09,2015-07-01,2015-10-05,2015-10-08,2015-09-15,2015-08-03,2015-10-07,2015-06-16,2016-07-14,2016-07-04,2016-09-08,2016-09-27,2016-08-02,2016-06-15,2016-09-07,2016-08-01,2016-09-28,2016-07-13}
@attribute INGLESE numeric
@attribute data_INGLESE {0000-00-00,2011-06-21,2011-10-18,2011-10-04,2011-06-09,2011-10-25,2011-02-22,2011-09-27,2011-09-22,2011-05-17,2011-06-23,2011-11-29,2011-05-10,2012-11-13,2012-06-25,2012-03-20,2012-01-19,2012-01-25,2012-10-02,2012-11-22,2012-05-16,2012-03-27,2012-10-30,2013-04-16,2013-05-07,2013-02-05,2013-05-21,2013-04-09,2013-12-10,2013-02-13,2013-03-26,2013-03-05,2013-06-10,2013-04-23,2013-05-09,2013-03-06,2013-12-02,2013-06-05,2013-05-14,2013-10-29,2013-05-06,2014-04-17,2014-02-25,2014-09-10,2014-04-08,2014-06-30,2014-04-15,2014-02-14,2014-03-25,2014-09-16,2014-05-06,2014-03-18,2014-05-27,2014-05-22,2014-06-11,2014-10-07,2014-06-26,2014-05-20,2014-09-17,2014-05-23,2014-11-20,2014-09-23,2014-04-28,2015-04-22,2015-05-12,2015-05-08,2015-10-12,2015-03-03,2015-10-22,2015-12-15,2015-03-26,2015-06-04,2015-04-08,2015-03-23,2015-03-27,2015-12-14,2015-04-15,2015-05-05,2015-04-21,2014-11-27,2015-03-17,2015-03-02,2015-06-12,2014-10-27,2015-11-11,2015-04-02,2015-05-28,2015-12-10,2015-06-03,2016-06-15,2016-04-14,2016-11-26,2016-06-17,2016-05-23,2016-11-24,2016-02-01,2016-10-10,2016-07-12,2016-07-06,2016-05-24,2016-11-30,2016-10-07,2016-09-27,2016-11-28}
@attribute TEST numeric
@attribute Cluster {cluster0,cluster1,cluster2}

@data
105,0.4,0.388889,0.352941,0.692308,0.806452,2013-09-19,0,0000-00-00,0.935484,2013-09-23,0,0000-00-00,0,0000-00-00,0,2013-05-14,0.52,cluster2
106,0.4,0.611111,0.588235,0.769231,0.967742,2013-06-21,0.83871,2013-07-08,0.870968,2013-06-20,0,0000-00-00,0,0000-00-00,0,2013-04-16,0.52,cluster0
107,0.4,0.277778,0.294118,0.230769,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.741935,2013-06-27,0.612903,2013-09-12,0,0000-00-00,0.72,cluster1
108,0.4,0.555556,0.588235,0.461538,0.774194,2013-09-19,0,0000-00-00,0.774194,2013-07-31,0.774194,2013-09-05,0,0000-00-00,0,0000-00-00,0.64,cluster2
109,0.4,0.555556,0.588235,0.538462,0.870968,2013-07-26,0,0000-00-00,0.870968,2013-07-31,0.709677,2013-09-19,0,0000-00-00,0,0000-00-00,0.4,cluster2
110,0.4,0.555556,0.588235,0.615385,0.83871,2013-09-19,0,0000-00-00,0.903226,2013-09-23,0.806452,2013-07-18,0,0000-00-00,0,0000-00-00,0.68,cluster2
111,0.4,1,1,0.615385,0.806452,2013-06-21,0.870968,2013-09-19,0.83871,2013-06-20,0.870968,2013-07-18,0.774194,2013-07-31,0,2013-10-29,0.64,cluster0
112,0.4,0.777778,0.764706,0.692308,0.967742,2013-07-11,0,0000-00-00,0.709677,2013-07-18,0.903226,2013-06-27,0.870968,2013-07-30,0,2013-05-06,0.6,cluster2
113,0.4,0.611111,0.588235,0.307692,0.645161,2013-09-19,0,0000-00-00,0.83871,2013-09-23,0.645161,2013-07-18,0,0000-00-00,0,2013-05-14,0.32,cluster2
114,0.6,0.944444,1,0.923077,1,2014-06-12,0.967742,2014-07-10,0.903226,2014-06-17,0.967742,2014-06-27,0.967742,2014-09-10,0,0000-00-00,0.76,cluster0
115,0.6,0.777778,0.823529,0.615385,0.83871,2014-07-17,0.870968,2014-06-12,0.870968,2014-09-03,0.806452,2014-06-10,0,0000-00-00,0,0000-00-00,0.6,cluster0
116,0.6,0.333333,0.294118,0.692308,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.935484,2014-06-10,0.774194,2014-07-02,0,2014-04-17,0.56,cluster1
117,0.6,0.833333,0.823529,0.846154,0.935484,2014-07-17,0.806452,2014-06-12,0.967742,2014-09-02,0.967742,2014-06-10,0,0000-00-00,0,2014-02-25,0.72,cluster0
118,0.6,0.944444,1,0.769231,0.967742,2014-06-11,0.806452,2014-07-10,0.903226,2014-06-17,0.967742,2014-06-27,0.903226,2014-07-30,0,0000-00-00,0.68,cluster0
119,0.6,0.555556,0.588235,0.461538,0.774194,2014-06-12,0,0000-00-00,0.741935,2014-09-03,0.83871,2014-09-09,0,0000-00-00,0,0000-00-00,0.52,cluster2
120,0.6,0.333333,0.352941,0.692308,0.806452,2014-09-12,0,0000-00-00,0,0000-00-00,0.935484,2014-09-09,0,0000-00-00,0,0000-00-00,0.52,cluster1
121,0.6,0.611111,0.588235,0.384615,0.806452,2014-06-11,0.580645,2014-07-24,0,0000-00-00,0.870968,2014-07-23,0,0000-00-00,0,2014-09-10,0.48,cluster1
122,0.6,0.833333,0.823529,0.692308,0.870968,2014-06-12,0.774194,2014-09-15,0.903226,2014-07-08,0.967742,2014-07-23,0,0000-00-00,0,2014-04-08,0.48,cluster0
123,0.6,0.555556,0.588235,0.461538,0.83871,2014-06-12,0,0000-00-00,0.677419,2014-09-03,0.83871,2014-09-09,0,0000-00-00,0,0000-00-00,0.68,cluster2
124,0.6,0.555556,0.588235,0.461538,0.83871,2014-06-12,0,0000-00-00,0.83871,2014-07-29,0.645161,2014-09-09,0,0000-00-00,0,0000-00-00,0.52,cluster2
125,0.6,0.333333,0.352941,0.692308,0.83871,2014-07-17,0,0000-00-00,0.870968,2014-09-03,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.68,cluster2
126,0.6,0.166667,0.117647,0.384615,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.741935,2014-09-09,0,0000-00-00,0,2014-06-30,0.4,cluster1
127,0.6,1,1,0.538462,0.806452,2014-06-13,0.580645,2014-09-15,0.83871,2014-09-03,0.967742,2014-07-23,0.870968,2014-07-02,0,2014-04-15,0.72,cluster0
128,0.6,0.388889,0.352941,0.538462,0.806452,2014-06-12,0,0000-00-00,0.806452,2014-09-03,0,0000-00-00,0,0000-00-00,0,2014-02-14,0.6,cluster2
129,0.6,0.833333,0.823529,0.692308,0.870968,2014-06-11,0.870968,2014-06-12,0.774194,2014-09-03,0.903226,2014-07-23,0,0000-00-00,0,2014-02-14,0.72,cluster0
130,0.6,0.777778,0.764706,0.692308,0.967742,2014-06-12,0,0000-00-00,0.870968,2014-06-17,0.935484,2014-06-27,0.677419,2014-07-29,0,2014-03-25,0.52,cluster2
131,0.6,0.611111,0.588235,0.384615,0.903226,2014-06-11,0.580645,2014-07-10,0,0000-00-00,0.774194,2014-09-09,0,0000-00-00,0,2014-04-17,0.64,cluster1
132,0.6,0.555556,0.529412,0.230769,0.645161,2014-07-17,0,0000-00-00,0,0000-00-00,0.83871,2014-09-09,0.580645,2014-07-03,0,2014-09-16,0.6,cluster1
133,0.6,0.111111,0.117647,0.538462,0.806452,2014-07-17,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.36,cluster1
134,0.6,0.777778,0.764706,0.692308,0.903226,2014-07-09,0,0000-00-00,0.83871,2014-07-29,0.967742,2014-06-10,0.709677,2014-07-29,0,2014-04-08,0.64,cluster2
135,0.6,0.277778,0.294118,0.307692,0.806452,2014-07-17,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.612903,2014-07-30,0,0000-00-00,0.44,cluster1
136,0.6,0.388889,0.352941,0.692308,0.903226,2014-09-12,0,0000-00-00,0.83871,2014-07-28,0,0000-00-00,0,0000-00-00,0,2014-09-16,0.72,cluster2
137,0.6,0.333333,0.352941,0.307692,0.83871,2014-07-17,0,0000-00-00,0,0000-00-00,0.580645,2014-07-23,0,0000-00-00,0,0000-00-00,0.64,cluster1
138,0.6,1,1,0.846154,0.967742,2014-06-13,0.83871,2014-07-24,0.967742,2014-09-03,1,2014-06-27,0.870968,2014-09-09,0,2014-05-06,0.8,cluster0
139,0.6,1,1,0.923077,1,2014-06-11,1,2014-06-12,0.903226,2014-09-03,1,2014-06-27,1,2014-06-13,0,2014-03-18,0.84,cluster0
140,0.6,0.333333,0.352941,0.384615,0.677419,2014-07-17,0,0000-00-00,0,0000-00-00,0.774194,2014-09-09,0,0000-00-00,0,0000-00-00,0.2,cluster1
141,0.6,0.111111,0.117647,0.461538,0.774194,2014-09-12,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.48,cluster1
142,0.6,0.111111,0.117647,0.153846,0.645161,2014-07-17,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.16,cluster1
143,0.6,1,1,1,1,2014-07-17,1,2014-09-15,1,2014-06-17,1,2014-06-10,1,2014-07-01,0,2014-03-25,1,cluster0
144,0.6,0.944444,1,0.692308,0.903226,2014-06-12,0.903226,2014-07-24,0.83871,2014-07-08,0.967742,2014-06-10,0.741935,2014-07-30,0,0000-00-00,0.72,cluster0
145,0.6,0.555556,0.529412,0.307692,0.806452,2014-07-17,0,0000-00-00,0,0000-00-00,0.709677,2014-09-16,0.580645,2014-09-11,0,2014-05-27,0.6,cluster1
146,0.6,0.333333,0.352941,0.384615,0.709677,2014-09-12,0,0000-00-00,0,0000-00-00,0.741935,2014-06-30,0,0000-00-00,0,0000-00-00,0.44,cluster1
147,0.6,0.333333,0.294118,0.692308,0.967742,2014-07-17,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.774194,2014-07-29,0,2014-05-27,0.56,cluster1
148,0.6,0.166667,0.117647,0.692308,0.870968,2014-07-17,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2014-05-22,0.6,cluster1
149,0.6,0.722222,0.764706,0.615385,0.83871,2014-07-17,0,0000-00-00,0.806452,2014-09-03,0.870968,2014-09-09,0.806452,2014-07-02,0,0000-00-00,0.52,cluster2
150,0.6,0.777778,0.823529,0.615385,0.903226,2014-06-11,0.741935,2014-06-12,0.774194,2014-09-03,0.967742,2014-09-09,0,0000-00-00,0,0000-00-00,0.64,cluster0
151,0.6,0.833333,0.823529,0.769231,0.967742,2014-07-09,0.806452,2014-07-10,0.806452,2014-06-17,0.967742,2014-09-09,0,0000-00-00,0,2014-04-15,0.84,cluster0
152,0.6,0.388889,0.352941,0.615385,0.709677,2014-07-17,0,0000-00-00,0,0000-00-00,0.967742,2014-09-09,0,0000-00-00,0,2014-03-18,0.32,cluster1
153,0.6,0.111111,0.117647,0.923077,0.967742,2014-06-13,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.72,cluster1
154,0.6,0.111111,0.117647,0.307692,0.709677,2014-07-17,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.36,cluster1
155,0.6,0.611111,0.588235,0.461538,0.774194,2014-06-12,0,0000-00-00,0.83871,2014-07-28,0.741935,2014-09-09,0,0000-00-00,0,2014-09-16,0.4,cluster2
156,0.6,0.166667,0.117647,0,0.580645,2014-07-17,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2014-06-11,0.48,cluster1
157,0.6,0.555556,0.588235,0.384615,0.677419,2014-07-17,0,0000-00-00,0.903226,2014-09-04,0.645161,2014-07-23,0,0000-00-00,0,0000-00-00,0.36,cluster2
158,0.6,0.166667,0.117647,0.384615,0.741935,2014-07-17,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2014-05-27,0.32,cluster1
159,0.6,0.555556,0.588235,0.846154,0.903226,2014-06-13,0,0000-00-00,0.967742,2014-09-03,0.967742,2014-06-27,0,0000-00-00,0,0000-00-00,0.44,cluster2
160,0.6,0.944444,1,0.461538,0.870968,2014-07-17,0.612903,2014-09-15,0.903226,2014-09-03,0.83871,2014-07-23,0.645161,2014-09-10,0,0000-00-00,0.68,cluster0
161,0.6,1,1,0.538462,0.903226,2014-06-13,0.580645,2014-09-15,0.935484,2014-07-28,0.935484,2014-06-27,0.709677,2014-07-01,0,2014-04-15,0.8,cluster0
162,0.6,0.388889,0.352941,0.692308,0.83871,2014-09-12,0,0000-00-00,0,0000-00-00,0.870968,2014-07-23,0,0000-00-00,0,2014-10-07,0.6,cluster1
163,0.6,0.388889,0.352941,0.538462,0.83871,2014-09-12,0,0000-00-00,0,0000-00-00,0.741935,2014-06-30,0,0000-00-00,0,2014-10-07,0.72,cluster1
164,0.6,0.555556,0.588235,0.923077,0,0000-00-00,1,2014-07-10,1,2014-09-03,0.903226,2014-06-10,0,0000-00-00,0,0000-00-00,0.76,cluster0
165,0.6,0.166667,0.117647,0.692308,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.870968,2014-06-10,0,0000-00-00,0,2014-06-26,0.48,cluster1
166,0.6,0.333333,0.352941,0.384615,0.645161,2014-09-12,0,0000-00-00,0,0000-00-00,0.806452,2014-07-23,0,0000-00-00,0,0000-00-00,0.96,cluster1
167,0.6,0.777778,0.823529,0.538462,0.870968,2014-06-13,0.709677,2014-09-15,0.935484,2014-06-17,0.709677,2014-07-23,0,0000-00-00,0,0000-00-00,0.6,cluster0
168,0.6,0.388889,0.352941,0.384615,0.774194,2014-06-12,0,0000-00-00,0.677419,2014-07-29,0,0000-00-00,0,0000-00-00,0,2014-04-08,0.48,cluster2
169,0.6,0.555556,0.529412,0.538462,0.83871,2014-09-12,0,0000-00-00,0,0000-00-00,0.870968,2014-06-27,0.741935,2014-09-09,0,2014-04-15,0.72,cluster1
170,0.6,0.555556,0.588235,0.384615,0.806452,2014-07-17,0,0000-00-00,0.580645,2014-09-03,0.83871,2014-07-23,0,0000-00-00,0,0000-00-00,0.48,cluster2
171,0.6,0.166667,0.117647,0.230769,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.677419,2014-09-09,0,0000-00-00,0,2014-05-20,0.52,cluster1
172,0.6,0.166667,0.117647,0.153846,0.645161,2014-07-17,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2014-09-17,0.32,cluster1
173,0.6,0.166667,0.117647,0.230769,0.677419,2014-06-11,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2014-05-23,0.24,cluster1
174,0.6,0.333333,0.352941,0.384615,0.677419,2014-07-17,0,0000-00-00,0.806452,2014-09-03,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.48,cluster2
175,0.6,0.111111,0.117647,0.461538,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.774194,2014-06-10,0,0000-00-00,0,0000-00-00,0.84,cluster1
176,0.6,0.111111,0.117647,0.538462,0.806452,2014-06-11,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.48,cluster1
177,0.6,0.166667,0.117647,0.230769,0.677419,2014-09-12,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2014-11-20,0.44,cluster1
178,0.6,0.722222,0.764706,0.538462,0.83871,2014-07-17,0,0000-00-00,0.83871,2014-07-28,0.806452,2014-06-27,0.774194,2014-09-09,0,0000-00-00,0.84,cluster2
179,0.6,1,1,0.846154,1,2014-07-17,0.903226,2014-07-24,0.903226,2014-09-03,1,2014-06-10,0.903226,2014-07-01,0,2014-03-25,0.96,cluster0
180,0.6,0.555556,0.588235,0.538462,0.83871,2014-06-13,0.645161,2014-07-24,0.967742,2014-07-28,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.64,cluster0
181,0.6,0.333333,0.352941,0.846154,0.870968,2014-06-12,0,0000-00-00,0,0000-00-00,0.967742,2014-09-09,0,0000-00-00,0,0000-00-00,0.8,cluster1
182,0.6,0.777778,0.823529,0.384615,0.741935,2014-06-11,0.580645,2014-07-24,0.83871,2014-09-03,0.774194,2014-09-09,0,0000-00-00,0,0000-00-00,0.68,cluster0
183,0.6,0.611111,0.588235,0.384615,0.645161,2014-06-11,0.645161,2014-09-15,0.903226,2014-09-03,0,0000-00-00,0,0000-00-00,0,2014-03-18,0.36,cluster0
184,0.6,0.777778,0.764706,0.538462,0.870968,2014-06-12,0,0000-00-00,0.806452,2014-07-29,0.806452,2014-09-09,0.741935,2014-07-02,0,2014-09-16,0.6,cluster2
185,0.6,0.833333,0.823529,0.769231,1,2014-06-13,0.83871,2014-07-10,0.83871,2014-09-03,0.967742,2014-06-10,0,0000-00-00,0,2014-09-23,0.6,cluster0
186,0.6,0.555556,0.588235,0.846154,0.967742,2014-07-17,0,0000-00-00,0.935484,2014-07-28,0.935484,2014-06-27,0,0000-00-00,0,0000-00-00,0.48,cluster2
187,0.6,0.611111,0.588235,0.769231,0.967742,2014-07-17,0,0000-00-00,0.83871,2014-07-28,0.935484,2014-06-27,0,0000-00-00,0,2014-05-20,0.56,cluster2
188,0.6,0.388889,0.352941,0.538462,0.83871,2014-06-11,0,0000-00-00,0,0000-00-00,0.741935,2014-06-27,0,0000-00-00,0,2014-05-23,0.4,cluster1
189,0.6,0.555556,0.529412,0.692308,0.870968,2014-09-12,0,0000-00-00,0,0000-00-00,0.967742,2014-06-10,0.774194,2014-07-30,0,2014-04-28,0.76,cluster1
190,0.8,0.388889,0.352941,0.615385,0.903226,2015-07-10,0.774194,2015-07-14,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2015-04-22,0.56,cluster1
191,0.8,1,1,0.923077,1,2015-06-10,0.967742,2015-07-14,1,2015-06-30,1,2015-06-25,0.903226,2015-06-15,0,2015-05-12,0.96,cluster0
192,0.8,0.111111,0.117647,0.769231,0,0000-00-00,0,0000-00-00,0.903226,2015-06-30,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.6,cluster2
193,0.8,0.111111,0.117647,0.076923,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.612903,2015-07-27,0,0000-00-00,0,0000-00-00,0.44,cluster1
194,0.8,0.388889,0.294118,0.615385,0,0000-00-00,0,0000-00-00,0,0000-00-00,1,2015-06-25,0.645161,2015-07-09,0,0000-00-00,0.52,cluster1
195,0.8,0.111111,0.117647,0.384615,0.741935,2015-06-11,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.44,cluster1
196,0.8,0.333333,0.352941,0.230769,0.741935,2015-07-09,0,0000-00-00,0,0000-00-00,0.580645,2015-06-25,0,0000-00-00,0,0000-00-00,0.68,cluster1
197,0.8,0.833333,0.823529,0.923077,1,2015-06-12,0.903226,2015-09-14,0.967742,2015-07-07,1,2015-07-24,0,0000-00-00,0,2015-05-08,0.76,cluster0
198,0.8,0.333333,0.352941,0.538462,0.709677,2015-07-10,0,0000-00-00,0.870968,2015-07-07,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.76,cluster2
199,0.8,1,1,0.692308,0.903226,2015-06-11,0.870968,2015-07-14,0.83871,2015-07-30,0.967742,2015-06-26,0.83871,2015-07-01,0,2015-10-12,0.52,cluster0
200,0.8,0.611111,0.588235,0.384615,0.870968,2015-07-09,0,0000-00-00,0.677419,2015-09-01,0.677419,2015-07-24,0,0000-00-00,0,2015-03-03,0.48,cluster2
201,0.8,0.333333,0.352941,0.538462,0,0000-00-00,0,0000-00-00,0.709677,2015-09-23,0.903226,2015-09-11,0,0000-00-00,0,0000-00-00,0.56,cluster2
202,0.8,0.388889,0.352941,0.384615,0.774194,2015-07-09,0,0000-00-00,0,0000-00-00,0.677419,2015-07-27,0,0000-00-00,0,2015-10-22,0.32,cluster1
203,0.8,0.388889,0.352941,0.384615,0.741935,2015-09-17,0,0000-00-00,0,0000-00-00,0.741935,2015-07-27,0,0000-00-00,0,2015-12-15,0.92,cluster1
204,0.8,0.111111,0.117647,0.538462,0,0000-00-00,0,0000-00-00,0.806452,2015-07-07,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.4,cluster2
205,0.8,0.111111,0.117647,0.384615,0.741935,2015-07-09,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.24,cluster1
206,0.8,0.111111,0.117647,0,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.580645,2015-09-11,0,0000-00-00,0,0000-00-00,0.36,cluster1
207,0.8,1,1,0.692308,1,2015-06-12,0.774194,2015-07-14,1,2015-06-30,1,2015-06-23,0.645161,2015-10-05,0,2015-05-08,0.8,cluster0
208,0.8,1,1,0.923077,1,2015-07-10,0.967742,2015-09-14,1,2015-07-28,1,2015-06-25,0.806452,2015-06-15,0,2015-03-26,0.72,cluster0
209,0.8,0.722222,0.764706,1,1,2015-06-08,0,0000-00-00,0.967742,2015-07-28,1,2015-07-24,0.967742,2015-10-08,0,0000-00-00,0.96,cluster2
210,0.8,0.333333,0.352941,0.153846,0.580645,2015-07-10,0,0000-00-00,0.677419,2015-09-22,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.64,cluster2
211,0.8,0.611111,0.588235,0.692308,0.83871,2015-06-11,0,0000-00-00,0.967742,2015-06-30,0.774194,2015-07-24,0,0000-00-00,0,2015-06-04,0.44,cluster2
212,0.8,0.333333,0.352941,0.461538,0.806452,2015-07-10,0,0000-00-00,0.741935,2015-09-02,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.6,cluster2
213,0.8,0.333333,0.352941,0,0.580645,2015-07-09,0,0000-00-00,0,0000-00-00,0.580645,2015-07-27,0,0000-00-00,0,0000-00-00,0.2,cluster1
214,0.8,1,1,0.461538,0.774194,2015-06-08,0.774194,2015-06-16,0.870968,2015-07-27,0.774194,2015-09-11,0.677419,2015-10-05,0,2015-04-08,0.6,cluster0
215,0.8,0.611111,0.588235,0.461538,0.806452,2015-06-25,0,0000-00-00,0.806452,2015-07-28,0.741935,2015-09-11,0,0000-00-00,0,2015-03-23,0.68,cluster2
216,0.8,0.944444,1,0.923077,0.967742,2015-06-08,0.967742,2015-06-16,0.967742,2015-07-07,1,2015-06-25,0.967742,2015-07-09,0,0000-00-00,0.92,cluster0
217,0.8,0.722222,0.764706,0.769231,0.83871,2015-06-12,0,0000-00-00,1,2015-06-30,0.967742,2015-07-24,0.741935,2015-09-15,0,0000-00-00,0.8,cluster2
218,0.8,0.111111,0.117647,0.615385,0,0000-00-00,0,0000-00-00,0.83871,2015-07-28,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.52,cluster2
219,0.8,0.555556,0.588235,0.538462,0.774194,2015-06-11,0,0000-00-00,0.774194,2015-09-01,0.903226,2015-06-25,0,0000-00-00,0,0000-00-00,0.64,cluster2
220,0.8,0.111111,0.117647,0.923077,0.967742,2015-06-09,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.4,cluster1
221,0.8,0.611111,0.588235,0.538462,0.83871,2015-06-11,0,0000-00-00,0.645161,2015-09-01,0.967742,2015-07-24,0,0000-00-00,0,2015-03-27,0.6,cluster2
222,0.8,0.833333,0.823529,0.538462,0.806452,2015-06-11,0.580645,2015-09-14,1,2015-06-30,0.806452,2015-07-24,0,0000-00-00,0,2015-12-14,0.52,cluster0
223,0.8,0.777778,0.823529,0.461538,0.83871,2015-06-11,0.806452,2015-07-14,0.677419,2015-09-03,0.774194,2015-06-26,0,0000-00-00,0,0000-00-00,0.6,cluster0
224,0.8,0.388889,0.352941,0.461538,0.870968,2015-07-10,0,0000-00-00,0.645161,2015-09-01,0,0000-00-00,0,0000-00-00,0,2015-04-15,0.44,cluster2
225,0.8,0.833333,0.823529,0.692308,0.870968,2015-07-10,0.774194,2015-09-14,0.903226,2015-09-22,0.935484,2015-07-24,0,0000-00-00,0,2015-05-05,0.88,cluster0
226,0.8,0.166667,0.117647,0.076923,0.612903,2015-06-11,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2015-04-21,0.32,cluster1
227,0.8,0.555556,0.588235,0.307692,0.774194,2015-06-11,0,0000-00-00,0.709677,2015-07-28,0.677419,2015-06-25,0,0000-00-00,0,0000-00-00,0.56,cluster2
228,0.8,1,1,0.846154,0.967742,2015-06-12,0.870968,2015-06-16,0.967742,2015-09-02,1,2015-06-25,0.903226,2015-07-09,0,2015-03-03,0.8,cluster0
229,0.8,0.611111,0.588235,0.923077,1,2015-06-12,0,0000-00-00,0.935484,2015-07-07,1,2015-06-25,0,0000-00-00,0,2015-04-22,0.76,cluster2
230,0.8,0.833333,0.823529,0.923077,1,2015-06-12,1,2015-09-14,0.870968,2015-07-28,1,2015-07-24,0,0000-00-00,0,2015-12-14,0.76,cluster0
231,0.8,0.944444,1,0.692308,0.967742,2015-07-10,0.677419,2015-09-14,0.967742,2015-07-28,1,2015-06-25,0.741935,2015-06-15,0,2014-11-27,0.8,cluster0
232,0.8,0.833333,0.823529,0.692308,0.967742,2015-06-08,0.967742,2015-06-16,0.935484,2015-09-02,0.645161,2015-09-11,0,0000-00-00,0,2015-03-17,0.68,cluster0
233,0.8,0.111111,0.117647,0.538462,0.806452,2015-06-25,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.12,cluster1
